Date,Close,MA50,MA200,RSI,MACD,Volatility_30,log_return
2016-07-18,673.1060180664062,646.6070397949219,479.9609437561035,53.88504644650973,6.182331152734719,0.042447730735301094,-0.009394022492954113
2016-07-19,672.864013671875,649.3870397949219,481.15359375,53.82031421079338,6.392262153715137,0.04237368129881506,-0.00035959849243671893
2016-07-20,665.6849975585938,652.0730200195312,482.31482879638673,51.83115479669839,5.911206670760407,0.04198574201968417,-0.01072666729204274
2016-07-21,665.0120239257812,654.6348608398438,483.489833984375,51.63848455015122,5.413262664451736,0.037757738248343435,-0.0010114604291151619
2016-07-22,650.6190185546875,656.8878015136719,484.5774740600586,47.56600797927098,3.8132860183454795,0.03165602338880577,-0.0218808756405852
2016-07-23,655.5560302734375,658.6150427246093,485.6954542541504,49.05031573625303,2.910122503736943,0.030628788855016457,0.007559530760042644
2016-07-24,661.2849731445312,660.3862023925781,486.8563540649414,50.791118408985845,2.6263616600283513,0.02831444362680801,0.00870109451418649
2016-07-25,654.0969848632812,661.9686022949219,487.8365989685059,48.54975319912876,1.8007110887037925,0.02838212662714682,-0.010929235856856501
2016-07-26,651.7839965820312,663.2935424804688,488.82936889648437,47.81849373830842,0.9488010506863702,0.026449992167602417,-0.0035424219096129757
2016-07-27,654.3519897460938,664.848642578125,489.86307388305664,48.74160612712281,0.475391774151376,0.02540522138037126,0.0039322038437801
2016-07-28,655.0349731445312,666.3164416503906,490.898293762207,49.000015924848384,0.15355250638060625,0.025292725729552774,0.0010432110288771566
2016-07-29,656.9920043945312,667.963681640625,491.94111373901364,49.7812517706885,0.05576580078968618,0.02520302999535145,0.002983220215594417
2016-07-30,655.0469970703125,669.5152221679688,493.0378987121582,48.97823718187215,-0.1766405021128321,0.023364744090684505,-0.0029648642255801294
2016-07-31,624.6810302734375,669.8743029785156,493.99944885253905,38.528785596068914,-2.7790685408656373,0.024830731347384585,-0.04746581641342204
2016-08-01,606.27197265625,668.5440625,494.879278717041,33.81824699124482,-6.254866403471851,0.02397335997515297,-0.029912482748605147
2016-08-02,547.4650268554688,665.4058435058594,495.79494888305663,23.80564503837074,-13.597941699838657,0.027732028230484512,-0.10203010339079038
2016-08-03,566.35498046875,663.0217626953125,496.6890437316895,30.884429769708845,-17.689210185678007,0.027558509058678026,0.033922473824015205
2016-08-04,578.2890014648438,660.6981628417968,497.66899368286136,34.9934085016295,-19.741031852266246,0.027878177266790878,0.020852690662256746
2016-08-05,575.0430297851562,656.8728637695312,498.6083688354492,34.394460511564716,-21.382553327861615,0.027736083582695328,-0.005628873840730598
2016-08-06,587.7780151367188,653.650244140625,499.6465139770508,38.81890278629792,-21.409073563284778,0.02647114042012718,0.02190447893396618
