Date,Actual,ARIMA_Pred,Prophet_Pred,LSTM_Pred
2026-01-05,93882.5546875,67268.96642471604,68631.06507914964,85058.734
2026-01-06,93729.03125,67268.96642471604,68673.4649024583,85613.82
2026-01-07,91308.0546875,67268.96642471604,68712.54793079036,88194.95
2026-01-08,91027.125,67268.96642471604,68759.95393599987,90466.57
2026-01-09,90513.1015625,67268.96642471604,68814.75258397798,90212.59
2026-01-10,90386.6484375,67268.96642471604,68836.08647179406,89344.37
2026-01-11,90827.4609375,67268.96642471604,68966.30074130607,88575.46
2026-01-12,91192.9921875,67268.96642471604,68936.31226894475,87549.766
2026-01-13,95321.78125,67268.96642471604,69004.64984471202,86626.81
2026-01-14,96929.328125,67268.96642471604,69070.03599341823,84057.13
2026-01-15,95551.1875,67268.96642471604,69143.98224615697,83454.61
2026-01-16,95525.1171875,67268.96642471604,69225.48126911404,83862.67
2026-01-17,95099.921875,67268.96642471604,69273.64910306252,84407.266
2026-01-18,93634.4296875,67268.96642471604,69430.851260925,84433.43
2026-01-19,92553.59375,67268.96642471604,69428.0658663942,82858.13
2026-01-20,88310.90625,67268.96642471604,69523.9155261381,82782.78
2026-01-21,89376.9609375,67268.96642471604,69617.2389536632,83571.98
2026-01-22,89462.453125,67268.96642471604,69719.67459003226,84153.57
2026-01-23,89503.875,67268.96642471604,69830.34012194052,81725.24
2026-01-24,89110.734375,67268.96642471604,69908.4616823965,79829.805
2026-01-25,86572.21875,67268.96642471604,70096.48703263921,76305.875
2026-01-26,88267.140625,67268.96642471604,70125.43645922167,73766.24
2026-01-27,89102.5703125,67268.96642471604,70253.92360964725,73925.97
2026-01-28,89184.5703125,67268.96642471604,70380.71777638505,73244.74
2026-01-29,84561.5859375,67268.96642471604,70517.32030930326,71490.81
2026-01-30,84128.65625,67268.96642471604,70662.63941911644,65418.445
2026-01-31,78621.1171875,67268.96642471604,70775.6174329108,65271.3
2026-02-01,76974.4453125,67268.96642471604,70998.34497939618,66172.32
2026-02-02,78688.765625,67268.96642471604,71061.41591261336,67517.56
2026-02-03,75633.546875,67268.96642471604,71222.9551642176,68135.8
2026-02-04,73019.703125,67268.96642471604,71381.19089258154,67455.234
2026-02-05,62702.09765625,67268.96642471604,71547.04336228497,65807.91
2026-02-06,70555.390625,67268.96642471604,71718.81447217983,64346.574
2026-02-07,69281.96875,67268.96642471604,71854.83156112576,64959.69
2026-02-08,70264.7265625,67268.96642471604,72096.5794628534,66282.82
2026-02-09,70120.78125,67268.96642471604,72174.07405430103,66624.734
2026-02-10,68793.9609375,67268.96642471604,72344.9088830546,66499.516
2026-02-11,66991.96875,67268.96642471604,72506.84561722884,65588.13
2026-02-12,66221.84375,67268.96642471604,72670.4201265611,64413.43
2026-02-13,68857.84375,67268.96642471604,72833.64750908189,64045.777
2026-02-14,69767.625,67268.96642471604,72954.67912997732,64622.902
2026-02-15,68788.1875,67268.96642471604,73174.94514227122,65187.03
2026-02-16,68843.15625,67268.96642471604,73224.53531009835,65286.21
2026-02-17,68015.6328125,67268.96642471604,73361.24939012702,63713.902
